candidate_id,candidate_source,include_main,include_pool,include_sensitivity_rank10,candidate_rank_within_prompt_run,analysis_group,sample_id,run,prompt_name,source_zeroing_mode,source_node_id,layer,source_pos,source_feature_id,position_group,best_real_condition,path_mass_best,target_token_id,target_token,wrong_token_id,wrong_token,original_target_logit,original_target_rank,original_top1_token,clean_target_logit,clean_target_rank,clean_top1_token,clean_activation,answer_mask_drop,union_mask_drop,shifted_mask_drop,shuffled_mask_drop,real_drop_best,control_drop_max,evidence_specificity,target_contribution,wrong_target_contribution,correct_minus_wrong_contribution,evidence_first_score,damage_score,visual_position_count,answer_adjacent_position_count,known_damaging_feature_ids_for_prompt_run,image_filename,local_image_path,question_text,answer_text,reasoning_operation,image_dependence_tier,paperpack_source,mask_dir,answer_mask_path,union_mask_path,shifted_mask_path,shuffled_mask_path
qwen_evidence_first_0011,evidence_first_discovery,1,1,1,3,non_numeric,okvqa_val_00893,evidence_first,B_direct,subtract,F:L13:P56:ID6403,13,56,6403,visual_answer,answer_mask,1.3614504988406917,63365,electric,22,7,15.375,5,7,15.375,5,7,34.0,23.25,23.25,7.375,2.375,23.25,7.375,15.875,0.024121593683958054,-0.006332586985081434,0.024121593683958054,1.3614504988406917,1.3614504988406917,347,4,,COCO_val2014_000000028236.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000028236.jpg,How does this train run?,electricity,relation_reasoning,low,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/shuffled.png
qwen_evidence_first_0012,evidence_first_discovery,1,1,1,4,non_numeric,okvqa_val_00893,evidence_first,B_direct,subtract,F:L13:P129:ID6403,13,129,6403,visual_answer,answer_mask,1.3289435135594154,63365,electric,22,7,15.375,5,7,15.375,5,7,29.875,24.6875,24.6875,8.625,4.0,24.6875,8.625,16.0625,0.024121593683958054,-0.006332586985081434,0.024121593683958054,1.3289435135594154,1.3289435135594154,347,4,,COCO_val2014_000000028236.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000028236.jpg,How does this train run?,electricity,relation_reasoning,low,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/shuffled.png
qwen_evidence_first_0013,evidence_first_discovery,0,1,1,5,non_numeric,okvqa_val_00893,evidence_first,B_direct,subtract,F:L13:P141:ID6403,13,141,6403,visual_answer,answer_mask,1.3044131025988168,63365,electric,22,7,15.375,5,7,15.375,5,7,23.0,21.765625,21.765625,4.75,-8.875,21.765625,4.75,17.015625,0.024121593683958054,-0.006332586985081434,0.024121593683958054,1.3044131025988168,1.3044131025988168,347,4,,COCO_val2014_000000028236.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000028236.jpg,How does this train run?,electricity,relation_reasoning,low,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/shuffled.png
qwen_evidence_first_0014,evidence_first_discovery,0,1,1,6,non_numeric,okvqa_val_00893,evidence_first,B_direct,subtract,F:L13:P165:ID1832,13,165,1832,visual_answer,answer_mask,1.2040370581056328,63365,electric,22,7,15.375,5,7,15.375,5,7,19.5,10.3125,10.3125,-6.0,-3.875,10.3125,-3.875,14.1875,0.02809738740324974,-0.005096343345940113,0.02809738740324974,1.2040370581056328,1.2040370581056328,347,4,,COCO_val2014_000000028236.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000028236.jpg,How does this train run?,electricity,relation_reasoning,low,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/shuffled.png
qwen_evidence_first_0015,evidence_first_discovery,0,1,1,7,non_numeric,okvqa_val_00893,evidence_first,B_direct,subtract,F:L13:P165:ID4109,13,165,4109,visual_answer,answer_mask,1.1702580716681024,63365,electric,22,7,15.375,5,7,15.375,5,7,20.0,12.09375,12.09375,-12.0,-4.75,12.09375,-4.75,16.84375,0.022820422425866127,-0.016842525452375412,0.022820422425866127,1.1702580716681024,1.1702580716681024,347,4,,COCO_val2014_000000028236.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000028236.jpg,How does this train run?,electricity,relation_reasoning,low,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/shuffled.png
qwen_evidence_first_0016,evidence_first_discovery,0,1,1,8,non_numeric,okvqa_val_00893,evidence_first,B_direct,subtract,F:L13:P131:ID6403,13,131,6403,visual_answer,answer_mask,1.142866426782588,63365,electric,22,7,15.375,5,7,15.375,5,7,31.375,20.25,20.25,6.625,-1.375,20.25,6.625,13.625,0.024121593683958054,-0.006332586985081434,0.024121593683958054,1.142866426782588,1.142866426782588,347,4,,COCO_val2014_000000028236.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000028236.jpg,How does this train run?,electricity,relation_reasoning,low,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/shuffled.png
qwen_evidence_first_0017,evidence_first_discovery,1,1,1,1,non_numeric,okvqa_val_258605,evidence_first,B_direct,subtract,F:L13:P91:ID7084,13,91,7084,visual_answer,answer_mask,0.7454157626723122,4296, cook,17233, cooking,14.625,5, cooking,14.625,5, cooking,41.5,31.8125,31.8125,1.25,4.5,31.8125,4.5,27.3125,0.009071795269846916,0.001792936585843563,0.007278858684003353,0.7454157626723122,0.7454157626723122,393,4,,COCO_val2014_000000025860.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000025860.jpg,What is this room mostly used for?,cook,comparison_reasoning,,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shuffled.png
qwen_evidence_first_0018,evidence_first_discovery,1,1,1,2,non_numeric,okvqa_val_258605,evidence_first,B_direct,subtract,F:L13:P114:ID7084,13,114,7084,visual_answer,answer_mask,0.7283300786569072,4296, cook,17233, cooking,14.625,5, cooking,14.625,5, cooking,38.0,28.3125,28.3125,1.0,-0.75,28.3125,1.0,27.3125,0.009071795269846916,0.001792936585843563,0.007278858684003353,0.7283300786569072,0.7283300786569072,393,4,,COCO_val2014_000000025860.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000025860.jpg,What is this room mostly used for?,cook,comparison_reasoning,,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shuffled.png
qwen_evidence_first_0019,evidence_first_discovery,1,1,1,3,non_numeric,okvqa_val_258605,evidence_first,B_direct,subtract,F:L13:P275:ID7084,13,275,7084,visual_answer,answer_mask,0.6035300032814102,4296, cook,17233, cooking,14.625,5, cooking,14.625,5, cooking,44.75,29.9375,29.9375,7.5,8.25,29.9375,8.25,21.6875,0.009071795269846916,0.001792936585843563,0.007278858684003353,0.6035300032814102,0.6035300032814102,393,4,,COCO_val2014_000000025860.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000025860.jpg,What is this room mostly used for?,cook,comparison_reasoning,,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shuffled.png
qwen_evidence_first_0020,evidence_first_discovery,1,1,1,4,non_numeric,okvqa_val_258605,evidence_first,B_direct,subtract,F:L13:P321:ID7084,13,321,7084,visual_answer,answer_mask,0.47656259625102704,4296, cook,17233, cooking,14.625,5, cooking,14.625,5, cooking,44.75,32.375,32.375,8.75,15.25,32.375,15.25,17.125,0.009071795269846916,0.001792936585843563,0.007278858684003353,0.47656259625102704,0.47656259625102704,393,4,,COCO_val2014_000000025860.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000025860.jpg,What is this room mostly used for?,cook,comparison_reasoning,,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shuffled.png
qwen_evidence_first_0021,evidence_first_discovery,0,1,1,5,non_numeric,okvqa_val_258605,evidence_first,B_direct,subtract,F:L13:P135:ID7084,13,135,7084,visual_answer,answer_mask,0.47483960203882924,4296, cook,17233, cooking,14.625,5, cooking,14.625,5, cooking,39.5,21.375,21.375,3.75,-1.0,21.375,3.75,17.625,0.009071795269846916,0.001792936585843563,0.007278858684003353,0.47483960203882924,0.47483960203882924,393,4,,COCO_val2014_000000025860.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000025860.jpg,What is this room mostly used for?,cook,comparison_reasoning,,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shuffled.png
qwen_evidence_first_0022,evidence_first_discovery,0,1,1,6,non_numeric,okvqa_val_258605,evidence_first,B_direct,subtract,F:L13:P136:ID7084,13,136,7084,visual_answer,answer_mask,0.458483271522504,4296, cook,17233, cooking,14.625,5, cooking,14.625,5, cooking,32.5,21.5625,21.5625,3.625,-8.0,21.5625,3.625,17.9375,0.009071795269846916,0.001792936585843563,0.007278858684003353,0.458483271522504,0.458483271522504,393,4,,COCO_val2014_000000025860.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000025860.jpg,What is this room mostly used for?,cook,comparison_reasoning,,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shuffled.png
qwen_evidence_first_0023,evidence_first_discovery,0,1,1,7,non_numeric,okvqa_val_258605,evidence_first,B_direct,subtract,F:L13:P276:ID7084,13,276,7084,visual_answer,answer_mask,0.45369076345780884,4296, cook,17233, cooking,14.625,5, cooking,14.625,5, cooking,32.5,19.5,19.5,1.75,-3.5,19.5,1.75,17.75,0.009071795269846916,0.001792936585843563,0.007278858684003353,0.45369076345780884,0.45369076345780884,393,4,,COCO_val2014_000000025860.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000025860.jpg,What is this room mostly used for?,cook,comparison_reasoning,,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shuffled.png
qwen_evidence_first_0024,evidence_first_discovery,0,1,1,8,non_numeric,okvqa_val_258605,evidence_first,B_direct,subtract,F:L13:P89:ID6403,13,89,6403,visual_answer,answer_mask,0.3667833731204437,4296, cook,17233, cooking,14.625,5, cooking,14.625,5, cooking,12.75,6.5,6.5,-20.75,-20.0,6.5,-20.0,26.5,0.005280685611069202,-0.0027102227322757244,0.005280685611069202,0.3667833731204437,0.3667833731204437,393,4,,COCO_val2014_000000025860.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000025860.jpg,What is this room mostly used for?,cook,comparison_reasoning,,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shuffled.png
