candidate_id,candidate_source,include_main,include_pool,include_sensitivity_rank10,candidate_rank_within_prompt_run,analysis_group,sample_id,run,prompt_name,source_zeroing_mode,source_node_id,layer,source_pos,source_feature_id,position_group,best_real_condition,path_mass_best,target_token_id,target_token,wrong_token_id,wrong_token,original_target_logit,original_target_rank,original_top1_token,clean_target_logit,clean_target_rank,clean_top1_token,clean_activation,answer_mask_drop,union_mask_drop,shifted_mask_drop,shuffled_mask_drop,real_drop_best,control_drop_max,evidence_specificity,target_contribution,wrong_target_contribution,correct_minus_wrong_contribution,evidence_first_score,damage_score,visual_position_count,answer_adjacent_position_count,known_damaging_feature_ids_for_prompt_run,image_filename,local_image_path,question_text,answer_text,reasoning_operation,image_dependence_tier,paperpack_source,mask_dir,answer_mask_path,union_mask_path,shifted_mask_path,shuffled_mask_path
qwen_evidence_first_0011,evidence_first_discovery,1,1,1,3,non_numeric,okvqa_val_00893,evidence_first,B_direct,subtract,F:L15:P250:ID5892,15,250,5892,visual_answer,answer_mask,1.5433019661186926,63365,electric,22,7,15.375,5,7,15.375,5,7,53.25,21.625,21.625,-4.0,5.5,21.625,5.5,16.125,0.023965489119291306,-0.011487378738820553,0.023965489119291306,1.5433019661186926,1.5433019661186926,347,4,,COCO_val2014_000000028236.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000028236.jpg,How does this train run?,electricity,relation_reasoning,low,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/shuffled.png
qwen_evidence_first_0012,evidence_first_discovery,1,1,1,4,non_numeric,okvqa_val_00893,evidence_first,B_direct,subtract,F:L15:P141:ID5892,15,141,5892,visual_answer,answer_mask,1.5018523681044005,63365,electric,22,7,15.375,5,7,15.375,5,7,56.0,27.25,27.25,11.75,-7.75,27.25,11.75,15.5,0.023965489119291306,-0.011487378738820553,0.023965489119291306,1.5018523681044005,1.5018523681044005,347,4,,COCO_val2014_000000028236.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000028236.jpg,How does this train run?,electricity,relation_reasoning,low,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/shuffled.png
qwen_evidence_first_0013,evidence_first_discovery,0,1,1,5,non_numeric,okvqa_val_00893,evidence_first,B_direct,subtract,F:L15:P279:ID7019,15,279,7019,visual_answer,answer_mask,1.442975323208535,63365,electric,22,7,15.375,5,7,15.375,5,7,21.25,8.1875,8.1875,-10.25,-9.875,8.1875,-9.875,18.0625,0.025750838220119476,-0.006090483162552118,0.025750838220119476,1.442975323208535,1.442975323208535,347,4,,COCO_val2014_000000028236.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000028236.jpg,How does this train run?,electricity,relation_reasoning,low,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/shuffled.png
qwen_evidence_first_0014,evidence_first_discovery,0,1,1,6,non_numeric,okvqa_val_00893,evidence_first,B_direct,subtract,F:L15:P137:ID5892,15,137,5892,visual_answer,answer_mask,1.2870438769713741,63365,electric,22,7,15.375,5,7,15.375,5,7,50.5,21.875,21.875,8.25,-6.5,21.875,8.25,13.625,0.023965489119291306,-0.011487378738820553,0.023965489119291306,1.2870438769713741,1.2870438769713741,347,4,,COCO_val2014_000000028236.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000028236.jpg,How does this train run?,electricity,relation_reasoning,low,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/shuffled.png
qwen_evidence_first_0015,evidence_first_discovery,0,1,1,7,non_numeric,okvqa_val_00893,evidence_first,B_direct,subtract,F:L15:P114:ID5892,15,114,5892,visual_answer,answer_mask,1.250075427849112,63365,electric,22,7,15.375,5,7,15.375,5,7,50.25,21.0,21.0,7.75,-2.0,21.0,7.75,13.25,0.023965489119291306,-0.011487378738820553,0.023965489119291306,1.250075427849112,1.250075427849112,347,4,,COCO_val2014_000000028236.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000028236.jpg,How does this train run?,electricity,relation_reasoning,low,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/shuffled.png
qwen_evidence_first_0016,evidence_first_discovery,0,1,1,8,non_numeric,okvqa_val_00893,evidence_first,B_direct,subtract,F:L15:P68:ID5892,15,68,5892,visual_answer,answer_mask,1.2476762209275298,63365,electric,22,7,15.375,5,7,15.375,5,7,35.25,10.0,10.0,-4.5,-6.5,10.0,-4.5,14.5,0.023965489119291306,-0.011487378738820553,0.023965489119291306,1.2476762209275298,1.2476762209275298,347,4,,COCO_val2014_000000028236.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000028236.jpg,How does this train run?,electricity,relation_reasoning,low,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000028236/shuffled.png
qwen_evidence_first_0017,evidence_first_discovery,1,1,1,1,non_numeric,okvqa_val_258605,evidence_first,B_direct,subtract,F:L15:P91:ID6386,15,91,6386,visual_answer,answer_mask,1.3710413340053331,4296, cook,17233, cooking,14.625,5, cooking,14.625,5, cooking,50.25,27.5,27.5,-2.0,-2.5,27.5,-2.0,29.5,0.016561388969421387,0.004755614325404167,0.01180577464401722,1.3710413340053331,1.3710413340053331,393,4,,COCO_val2014_000000025860.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000025860.jpg,What is this room mostly used for?,cook,comparison_reasoning,,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shuffled.png
qwen_evidence_first_0018,evidence_first_discovery,1,1,1,2,non_numeric,okvqa_val_258605,evidence_first,B_direct,subtract,F:L15:P114:ID6386,15,114,6386,visual_answer,answer_mask,1.1001836799018196,4296, cook,17233, cooking,14.625,5, cooking,14.625,5, cooking,44.75,19.875,19.875,-4.75,-4.5,19.875,-4.5,24.375,0.016561388969421387,0.004755614325404167,0.01180577464401722,1.1001836799018196,1.1001836799018196,393,4,,COCO_val2014_000000025860.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000025860.jpg,What is this room mostly used for?,cook,comparison_reasoning,,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shuffled.png
qwen_evidence_first_0019,evidence_first_discovery,1,1,1,3,non_numeric,okvqa_val_258605,evidence_first,B_direct,subtract,F:L15:P275:ID6386,15,275,6386,visual_answer,answer_mask,0.8978564660882847,4296, cook,17233, cooking,14.625,5, cooking,14.625,5, cooking,56.75,30.75,30.75,4.0,12.0,30.75,12.0,18.75,0.016561388969421387,0.004755614325404167,0.01180577464401722,0.8978564660882847,0.8978564660882847,393,4,,COCO_val2014_000000025860.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000025860.jpg,What is this room mostly used for?,cook,comparison_reasoning,,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shuffled.png
qwen_evidence_first_0020,evidence_first_discovery,1,1,1,4,non_numeric,okvqa_val_258605,evidence_first,B_direct,subtract,F:L15:P136:ID6386,15,136,6386,visual_answer,answer_mask,0.8027207201524006,4296, cook,17233, cooking,14.625,5, cooking,14.625,5, cooking,40.5,15.25,15.25,-5.0,-3.0,15.25,-3.0,18.25,0.016561388969421387,0.004755614325404167,0.01180577464401722,0.8027207201524006,0.8027207201524006,393,4,,COCO_val2014_000000025860.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000025860.jpg,What is this room mostly used for?,cook,comparison_reasoning,,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shuffled.png
qwen_evidence_first_0021,evidence_first_discovery,0,1,1,5,non_numeric,okvqa_val_258605,evidence_first,B_direct,subtract,F:L15:P275:ID5892,15,275,5892,visual_answer,answer_mask,0.7572765950049835,4296, cook,17233, cooking,14.625,5, cooking,14.625,5, cooking,62.25,31.25,31.25,7.75,1.75,31.25,7.75,23.5,0.010577977634966373,0.002807590179145336,0.007770387455821037,0.7572765950049835,0.7572765950049835,393,4,,COCO_val2014_000000025860.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000025860.jpg,What is this room mostly used for?,cook,comparison_reasoning,,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shuffled.png
qwen_evidence_first_0022,evidence_first_discovery,0,1,1,6,non_numeric,okvqa_val_258605,evidence_first,B_direct,subtract,F:L15:P276:ID6386,15,276,6386,visual_answer,answer_mask,0.6341165366290011,4296, cook,17233, cooking,14.625,5, cooking,14.625,5, cooking,36.0,9.125,9.125,-11.5,-5.75,9.125,-5.75,14.875,0.016561388969421387,0.004755614325404167,0.01180577464401722,0.6341165366290011,0.6341165366290011,393,4,,COCO_val2014_000000025860.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000025860.jpg,What is this room mostly used for?,cook,comparison_reasoning,,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shuffled.png
qwen_evidence_first_0023,evidence_first_discovery,0,1,1,7,non_numeric,okvqa_val_258605,evidence_first,B_direct,subtract,F:L15:P321:ID6386,15,321,6386,visual_answer,answer_mask,0.6143265383450572,4296, cook,17233, cooking,14.625,5, cooking,14.625,5, cooking,53.75,31.0,31.0,5.25,18.0,31.0,18.0,13.0,0.016561388969421387,0.004755614325404167,0.01180577464401722,0.6143265383450572,0.6143265383450572,393,4,,COCO_val2014_000000025860.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000025860.jpg,What is this room mostly used for?,cook,comparison_reasoning,,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shuffled.png
qwen_evidence_first_0024,evidence_first_discovery,0,1,1,8,non_numeric,okvqa_val_258605,evidence_first,B_direct,subtract,F:L15:P89:ID6386,15,89,6386,visual_answer,answer_mask,0.6058315140864914,4296, cook,17233, cooking,14.625,5, cooking,14.625,5, cooking,28.75,-0.125,-0.125,-24.0,-15.25,-0.125,-15.25,15.125,0.016561388969421387,0.004755614325404167,0.01180577464401722,0.6058315140864914,0.6058315140864914,393,4,,COCO_val2014_000000025860.jpg,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\images\COCO_val2014_000000025860.jpg,What is this room mostly used for?,cook,comparison_reasoning,,paper2_stage3_multi_evidence_mechanism,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/answer.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/union.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shifted.png,E:\Bridging\paper2_compositional_evidence_routing\annotation\stage3_mechanism_assets_v1\exported_masks\COCO_val2014_000000025860/shuffled.png
