model_family,sample_id,sample_type,condition,status,blocked_reason,question_text,answer_text,image_filename,target_token_id,target_token,target_logit,target_prob,target_rank,wrong_token_id,wrong_token,wrong_logit,wrong_rank,target_minus_wrong_margin,generated_text,predicted_answer,format_ok,empty_answer
qwen,okvqa_val_02108,relation_reasoning,wrong_image,ok,,Who invented the transportation device in this picture?,richard trevithick,COCO_val2014_000000160394.jpg,11867, Richard,7.71875,0.001920243608765304,66,16,1,11.5,1,-3.78125,1804,1804,1,0
qwen,okvqa_val_1295955,text_object_binding,clean,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,8665, protest,11.25,0.00872565433382988,11,311, to,14.8125,1,-3.5625,to protest the quality,to protest the quality,1,0
qwen,okvqa_val_1295955,text_object_binding,mask_A,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,8665, protest,10.4375,0.012048234231770039,15,58210, protesting,12.625,1,-2.1875,protesting.,protesting,1,0
qwen,okvqa_val_1295955,text_object_binding,mask_B,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,8665, protest,10.8125,0.005979662295430899,12,311, to,15.0,1,-4.1875,to protest the quality,to protest the quality,1,0
qwen,okvqa_val_1295955,text_object_binding,mask_A_union_B,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,8665, protest,9.3125,0.004027963150292635,32,22136, promoting,13.125,1,-3.8125,"promoting
 addCriterion",promoting,1,0
qwen,okvqa_val_1295955,text_object_binding,random_A_size,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,8665, protest,11.0,0.007543050218373537,9,311, to,14.6875,1,-3.6875,to protest the quality,to protest the quality,1,0
qwen,okvqa_val_1295955,text_object_binding,random_B_size,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,8665, protest,10.8125,0.0035632469225674868,17,311, to,15.375,1,-4.5625,to protest against the,to protest against the,1,0
qwen,okvqa_val_1295955,text_object_binding,random_union_size,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,8665, protest,11.0625,0.006504397373646498,13,58210, protesting,15.0,1,-3.9375,protesting against the product,protesting against the product,1,0
qwen,okvqa_val_1295955,text_object_binding,wrong_image,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,8665, protest,3.453125,1.6762623999966308e-07,20510,15,0,18.625,1,-15.171875,0.,0,1,0
qwen,okvqa_val_258605,comparison_reasoning,clean,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,4296, cook,14.625,0.01230103150010109,5,17233, cooking,18.875,1,-4.25,cooking.,cooking,1,0
qwen,okvqa_val_258605,comparison_reasoning,mask_A,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,4296, cook,14.3125,0.011262857355177402,3,17233, cooking,18.625,1,-4.3125,cooking.,cooking,1,0
qwen,okvqa_val_258605,comparison_reasoning,mask_B,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,4296, cook,14.3125,0.01985902152955532,4,17233, cooking,18.0,1,-3.6875,cooking.,cooking,1,0
qwen,okvqa_val_258605,comparison_reasoning,mask_A_union_B,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,4296, cook,10.25,0.0007839357713237405,45,17233, cooking,16.625,1,-6.375,cooking.,cooking,1,0
qwen,okvqa_val_258605,comparison_reasoning,random_A_size,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,4296, cook,14.5625,0.016877086833119392,3,17233, cooking,18.5,1,-3.9375,cooking.,cooking,1,0
qwen,okvqa_val_258605,comparison_reasoning,random_B_size,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,4296, cook,14.625,0.012643556110560894,4,17233, cooking,18.875,1,-4.25,cooking.,cooking,1,0
qwen,okvqa_val_258605,comparison_reasoning,random_union_size,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,4296, cook,13.1875,0.0028727734461426735,7,17233, cooking,18.875,1,-5.6875,cooking.,cooking,1,0
qwen,okvqa_val_258605,comparison_reasoning,wrong_image,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,4296, cook,3.375,1.6906825521800783e-06,4346,9442, traffic,15.9375,1,-12.5625,traffic.,traffic,1,0
