model_family,sample_id,sample_type,condition,status,blocked_reason,question_text,answer_text,image_filename,target_token_id,target_token,target_logit,target_prob,target_rank,wrong_token_id,wrong_token,wrong_logit,wrong_rank,target_minus_wrong_margin,generated_text,predicted_answer,format_ok,empty_answer
qwen,okvqa_val_00528,comparison_reasoning,clean,ok,,The stuffed animal in this picture is named for which president?,teddy roosevelt,COCO_val2014_000000081361.jpg,70066, Teddy,18.375,0.43047526478767395,1,76349, Theodore,18.25,2,0.125,Teddy Roosevelt.,teddy roosevelt,1,0
qwen,okvqa_val_00528,comparison_reasoning,wrong_image,ok,,The stuffed animal in this picture is named for which president?,teddy roosevelt,COCO_val2014_000000081361.jpg,70066, Teddy,13.9375,0.021319914609193802,6,15,0,17.0,1,-3.0625,0.,0,1,0
qwen,okvqa_val_01672,comparison_reasoning,clean,ok,,What is the most common kind of cheese used in this dish?,mozzarella,COCO_val2014_000000007787.jpg,4544, mo,17.25,0.8965389132499695,1,17163, cheese,13.125,2,4.125,mozzarella.,mozzarella,1,0
qwen,okvqa_val_01672,comparison_reasoning,wrong_image,ok,,What is the most common kind of cheese used in this dish?,mozzarella,COCO_val2014_000000007787.jpg,4544, mo,14.125,0.017349528148770332,10,18,3,16.5,1,-2.375,350.,350,1,0
qwen,okvqa_val_01804,comparison_reasoning,clean,ok,,Which threatened insect is famously the same color as this train?,bee,COCO_val2014_000000345456.jpg,37228, bee,10.0625,0.00792012456804514,13,16820, lady,13.25,1,-3.1875,ladybug.,ladybug,1,0
qwen,okvqa_val_01804,comparison_reasoning,wrong_image,ok,,Which threatened insect is famously the same color as this train?,bee,COCO_val2014_000000345456.jpg,37228, bee,10.5625,0.012775100767612457,10,16,1,13.375,1,-2.8125,17.,17,1,0
qwen,okvqa_val_03909,comparison_reasoning,clean,ok,,Which type of helmet is used by the sport person shown in this picture?,bat helmet,COCO_val2014_000000303024.jpg,15743, bat,9.8125,0.001516556367278099,19,17,2,15.1875,1,-5.375,26.,26,1,0
qwen,okvqa_val_03909,comparison_reasoning,wrong_image,ok,,Which type of helmet is used by the sport person shown in this picture?,bat helmet,COCO_val2014_000000303024.jpg,15743, bat,7.5,1.7633342395129148e-06,863,15,0,20.625,1,-13.125,0.,0,1,0
qwen,okvqa_val_1171125,comparison_reasoning,clean,ok,,Which material is used for making the sofa set shown in this picture?,polyester,COCO_val2014_000000117112.jpg,55070, polyester,8.5,0.00016849707753863186,72,17553, leather,16.625,1,-8.125,leather.,leather,1,0
qwen,okvqa_val_1171125,comparison_reasoning,wrong_image,ok,,Which material is used for making the sofa set shown in this picture?,polyester,COCO_val2014_000000117112.jpg,55070, polyester,10.75,0.0005491219344548881,71,17553, leather,17.375,1,-6.625,leather.,leather,1,0
qwen,okvqa_val_1686835,comparison_reasoning,clean,ok,,Which item shown here is a compound word derived from the name of the human cranium and the telephone?,headphone,COCO_val2014_000000168683.jpg,76401, headphone,9.375,0.004043335560709238,23,51927,telephone,14.25,1,-4.875,telephone,telephone,1,0
qwen,okvqa_val_1686835,comparison_reasoning,wrong_image,ok,,Which item shown here is a compound word derived from the name of the human cranium and the telephone?,headphone,COCO_val2014_000000168683.jpg,76401, headphone,6.3125,0.0002376899210503325,168,24,9,12.625,1,-6.3125,911.,911,1,0
qwen,okvqa_val_1860605,comparison_reasoning,clean,ok,,What is the most important tennis tournament played on this surface?,french open,COCO_val2014_000000186060.jpg,8585, French,17.625,0.5242958068847656,1,57806, Roland,17.125,2,0.5,French Open.,french open,1,0
qwen,okvqa_val_1860605,comparison_reasoning,wrong_image,ok,,What is the most important tennis tournament played on this surface?,french open,COCO_val2014_000000186060.jpg,8585, French,13.75,0.014903045259416103,8,90157, Wimbledon,17.375,1,-3.625,Wimbledon.,wimbledon,1,0
qwen,okvqa_val_258605,comparison_reasoning,clean,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,4296, cook,14.625,0.01230103150010109,5,17233, cooking,18.875,1,-4.25,cooking.,cooking,1,0
qwen,okvqa_val_258605,comparison_reasoning,wrong_image,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,4296, cook,3.375,1.6906825521800783e-06,4346,9442, traffic,15.9375,1,-12.5625,traffic.,traffic,1,0
qwen,okvqa_val_03979,text_object_binding,clean,ok,,A beverage is represented here what brand is its opposite in the cola wars?,pepsi,COCO_val2014_000000302787.jpg,83078, Pepsi,14.4375,0.0014035679632797837,2,22,7,21.0,1,-6.5625,"7
��",7,1,0
qwen,okvqa_val_03979,text_object_binding,wrong_image,ok,,A beverage is represented here what brand is its opposite in the cola wars?,pepsi,COCO_val2014_000000302787.jpg,83078, Pepsi,13.5,0.000543082773219794,9,22,7,21.0,1,-7.5,"7
styleType",7,1,0
qwen,okvqa_val_4043385,text_object_binding,clean,ok,,What language is written on the signs?,german,COCO_val2014_000000404338.jpg,5938, German,9.25,0.00012493845133576542,58,17623, Irish,17.375,1,-8.125,Irish.,irish,1,0
qwen,okvqa_val_4043385,text_object_binding,wrong_image,ok,,What language is written on the signs?,german,COCO_val2014_000000404338.jpg,5938, German,11.0,0.0002764337114058435,42,15,0,18.75,1,-7.75,0.,0,1,0
qwen,okvqa_val_4999035,text_object_binding,clean,ok,,What are the designs in the grass likely made out of?,flower,COCO_val2014_000000499903.jpg,22351, flower,10.4375,0.0061617628671228886,16,16359, grass,14.5,1,-4.0625,grass.,grass,1,0
qwen,okvqa_val_4999035,text_object_binding,wrong_image,ok,,What are the designs in the grass likely made out of?,flower,COCO_val2014_000000499903.jpg,22351, flower,5.71875,2.4817434677970596e-05,1388,16359, grass,14.8125,1,-9.09375,grass.,grass,1,0
qwen,okvqa_val_2373185,text_object_binding,clean,ok,,How many sides do these signs normally have?,8,COCO_val2014_000000237318.jpg,23,8,29.0,0.9943397641181946,1,19,4,23.5,2,5.5,8.,8,1,0
qwen,okvqa_val_2373185,text_object_binding,wrong_image,ok,,How many sides do these signs normally have?,8,COCO_val2014_000000237318.jpg,23,8,24.5,0.004500575363636017,7,18,3,29.625,1,-5.125,3.,3,1,0
qwen,okvqa_val_3326275,text_object_binding,clean,ok,,What brand is the racket?,wilson,COCO_val2014_000000332627.jpg,17426, Wilson,16.25,0.6726702451705933,1,30231, wil,14.25,2,2.0,Wilson.,wilson,1,0
qwen,okvqa_val_3326275,text_object_binding,wrong_image,ok,,What brand is the racket?,wilson,COCO_val2014_000000332627.jpg,17426, Wilson,12.8125,0.0008097871905192733,31,15,0,19.625,1,-6.8125,0.,0,1,0
qwen,okvqa_val_4131725,text_object_binding,clean,ok,,What does the white sign with the arrow mean?,no left turn,COCO_val2014_000000413172.jpg,2308, No,14.3125,0.21750713884830475,1,17,2,14.1875,2,0.125,No U-turn allowed,no uturn allowed,1,0
qwen,okvqa_val_4131725,text_object_binding,wrong_image,ok,,What does the white sign with the arrow mean?,no left turn,COCO_val2014_000000413172.jpg,902, no,12.5625,0.03820345550775528,6,15,0,14.3125,1,-1.75,0.,0,1,0
qwen,okvqa_val_1295955,text_object_binding,clean,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,8665, protest,11.25,0.00872565433382988,11,311, to,14.8125,1,-3.5625,to protest the quality,to protest the quality,1,0
qwen,okvqa_val_1295955,text_object_binding,wrong_image,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,8665, protest,3.453125,1.6762623999966308e-07,20510,15,0,18.625,1,-15.171875,0.,0,1,0
qwen,okvqa_val_2366045,text_object_binding,clean,ok,,What style of design are the couch and love seat in this room patterned after?,vintage,COCO_val2014_000000236604.jpg,23790, vintage,15.0,0.0005938586546108127,13,16,1,22.375,1,-7.375,1920,1920,1,0
qwen,okvqa_val_2366045,text_object_binding,wrong_image,ok,,What style of design are the couch and love seat in this room patterned after?,vintage,COCO_val2014_000000236604.jpg,23790, vintage,13.0,0.0009626329992897809,27,16,1,18.875,1,-5.875,1970,1970,1,0
qwen,okvqa_val_2683965,text_object_binding,clean,ok,,What shape is the sign?,octagon,COCO_val2014_000000268396.jpg,18491, oct,23.0,0.09391482174396515,2,23,8,25.25,1,-2.25,8-sided.,8sided,1,0
qwen,okvqa_val_2683965,text_object_binding,wrong_image,ok,,What shape is the sign?,octagon,COCO_val2014_000000268396.jpg,18491, oct,15.3125,0.009612366557121277,18,60037, oval,18.875,1,-3.5625,oval.,oval,1,0
qwen,okvqa_val_2847255,text_object_binding,clean,ok,,What country might this be based on the writing on the bus?,china,COCO_val2014_000000284725.jpg,5616, China,18.5,0.72098708152771,1,58695,中国,17.5,2,1.0,China.,china,1,0
qwen,okvqa_val_2847255,text_object_binding,wrong_image,ok,,What country might this be based on the writing on the bus?,china,COCO_val2014_000000284725.jpg,5616, China,12.125,0.010137535631656647,16,151645,<|im_end|>,15.0625,1,-2.9375,,,0,1
qwen,okvqa_val_03189,local_context_inference,clean,ok,,What is the purpose of the fin on the pink surfboard?,balance,COCO_val2014_000000497466.jpg,8172, balance,17.5,0.008202283643186092,9,311, to,21.25,1,-3.75,to provide stability and,to provide stability and,1,0
qwen,okvqa_val_03189,local_context_inference,wrong_image,ok,,What is the purpose of the fin on the pink surfboard?,balance,COCO_val2014_000000497466.jpg,8172, balance,5.5625,1.3285910426930059e-05,486,15,0,16.375,1,-10.8125,0.,0,1,0
qwen,okvqa_val_04586,local_context_inference,clean,ok,,What other movie franchises has lego made playsets based on?,star war,COCO_val2014_000000251752.jpg,7679, Star,15.1875,0.016548166051506996,4,21591, Indiana,19.125,1,-3.9375,Indiana Jones.,indiana jones,1,0
qwen,okvqa_val_04586,local_context_inference,wrong_image,ok,,What other movie franchises has lego made playsets based on?,star war,COCO_val2014_000000251752.jpg,7679, Star,16.25,0.16062837839126587,2,16,1,16.5,1,-0.25,10.,10,1,0
qwen,okvqa_val_00506,local_context_inference,clean,ok,,Named after theodore roosevelt?,teddy bear,COCO_val2014_000000116861.jpg,70066, Teddy,17.5,0.21441984176635742,2,1723,urs,18.625,1,-1.125,ursus.,ursus,1,0
qwen,okvqa_val_00506,local_context_inference,wrong_image,ok,,Named after theodore roosevelt?,teddy bear,COCO_val2014_000000116861.jpg,70066, Teddy,13.375,0.02747081220149994,7,17,2,15.8125,1,-2.4375,26th president,26th president,1,0
qwen,okvqa_val_01162,local_context_inference,clean,ok,,Who is famous for this?,tony hawk,COCO_val2014_000000443844.jpg,18528, Tony,9.8125,0.14392976462841034,1,17,2,9.8125,1,0.0,2018,2018,1,0
qwen,okvqa_val_01162,local_context_inference,wrong_image,ok,,Who is famous for this?,tony hawk,COCO_val2014_000000443844.jpg,259, t,2.03125,9.924889127432834e-06,2395,16,1,12.75,1,-10.71875,1920,1920,1,0
qwen,okvqa_val_02363,local_context_inference,clean,ok,,These animals are closely related to what american animal?,horse,COCO_val2014_000000076866.jpg,15223, horse,16.125,0.6791872978210449,1,16,1,13.8125,2,2.3125,horse.,horse,1,0
qwen,okvqa_val_02363,local_context_inference,wrong_image,ok,,These animals are closely related to what american animal?,horse,COCO_val2014_000000076866.jpg,15223, horse,8.9375,0.0003905516059603542,96,25349, seal,15.75,1,-6.8125,seal.,seal,1,0
qwen,okvqa_val_00492,local_context_inference,clean,ok,,What type of boat is this?,sail,COCO_val2014_000000174679.jpg,29403, sail,15.8125,0.3164586126804352,1,264, a,14.9375,2,0.875,sailboat.,sailboat,1,0
qwen,okvqa_val_00492,local_context_inference,wrong_image,ok,,What type of boat is this?,sail,COCO_val2014_000000174679.jpg,29403, sail,10.125,5.1843642722815275e-05,52,15,0,19.875,1,-9.75,0.,0,1,0
qwen,okvqa_val_00497,local_context_inference,clean,ok,,Who invented this kind of suit?,surfer,COCO_val2014_000000296684.jpg,1729, sur,1.9296875,6.421566467906814e-06,8652,834, ne,11.3125,1,-9.3828125,neil patrick,neil patrick,1,0
qwen,okvqa_val_00497,local_context_inference,wrong_image,ok,,Who invented this kind of suit?,surfer,COCO_val2014_000000296684.jpg,1729, sur,1.7578125,2.023194610956125e-06,10240,16,1,13.8125,1,-12.0546875,1903,1903,1,0
qwen,okvqa_val_00756,local_context_inference,clean,ok,,What war is this airplane associated with?,world war 2,COCO_val2014_000000036528.jpg,4337, World,22.875,0.024775713682174683,3,17,2,26.125,1,-3.25,"2nd
 !***",2nd,1,0
qwen,okvqa_val_00756,local_context_inference,wrong_image,ok,,What war is this airplane associated with?,world war 2,COCO_val2014_000000036528.jpg,4337, World,14.1875,0.00013893483264837414,26,15,0,23.0,1,-8.8125,0.,0,1,0
qwen,okvqa_val_00912,local_context_inference,clean,ok,,How do we know there may be a railroad nearby?,sign,COCO_val2014_000000245481.jpg,1841, sign,10.375,7.517579797422513e-05,72,2619, There,18.75,1,-8.375,"There is an """,there is an,1,0
qwen,okvqa_val_00912,local_context_inference,wrong_image,ok,,How do we know there may be a railroad nearby?,sign,COCO_val2014_000000245481.jpg,1841, sign,8.3125,9.432354272576049e-05,187,2619, There,16.75,1,-8.4375,There may be a,there may be a,1,0
qwen,okvqa_val_01938,local_context_inference,clean,ok,,Name the bike model shown in this picture?,bmw,COCO_val2014_000000356263.jpg,425, B,13.875,0.001462804153561592,6,29764, BMW,20.375,1,-6.5,BMW.,bmw,1,0
qwen,okvqa_val_01938,local_context_inference,wrong_image,ok,,Name the bike model shown in this picture?,bmw,COCO_val2014_000000356263.jpg,425, B,7.59375,1.537494063086342e-05,140,15,0,18.0,1,-10.40625,0.,0,1,0
