model_family,sample_id,sample_type,condition,status,blocked_reason,question_text,answer_text,image_filename,target_token_id,target_token,target_logit,target_prob,target_rank,wrong_token_id,wrong_token,wrong_logit,wrong_rank,target_minus_wrong_margin,generated_text,predicted_answer,format_ok,empty_answer
gemma,okvqa_val_00893,relation_reasoning,mask_B,ok,,How does this train run?,electricity,COCO_val2014_000000028236.jpg,124076,Electricity,22.875,3.413836921484226e-11,356,236770,1,46.75,1,-23.875,100%,100,1,0
gemma,okvqa_val_00893,relation_reasoning,mask_A_union_B,ok,,How does this train run?,electricity,COCO_val2014_000000028236.jpg,124076,Electricity,6.4375,2.4767756940553864e-20,18305,236770,1,51.5,1,-45.0625,12 trains run,12 trains run,1,0
gemma,okvqa_val_00893,relation_reasoning,random_A_size,ok,,How does this train run?,electricity,COCO_val2014_000000028236.jpg,124076,Electricity,9.5625,3.582823609583188e-20,8368,236770,1,54.25,1,-44.6875,11 tracks run,11 tracks run,1,0
gemma,okvqa_val_00893,relation_reasoning,random_B_size,ok,,How does this train run?,electricity,COCO_val2014_000000028236.jpg,124076,Electricity,20.375,4.3935965976515945e-12,652,236770,1,46.0,1,-25.625,125 series,125 series,1,0
gemma,okvqa_val_00893,relation_reasoning,random_union_size,ok,,How does this train run?,electricity,COCO_val2014_000000028236.jpg,124076,Electricity,2.46875,1.5071350314164072e-20,44940,236770,1,48.0,1,-45.53125,1234,1234,1,0
gemma,okvqa_val_00893,relation_reasoning,wrong_image,ok,,How does this train run?,electricity,COCO_val2014_000000028236.jpg,124076,Electricity,4.125,3.236179227479093e-19,28682,236800,3,46.5,1,-42.375,3rd rail.,3rd rail,1,0
gemma,okvqa_val_02108,relation_reasoning,clean,ok,,Who invented the transportation device in this picture?,richard trevithick,COCO_val2014_000000160394.jpg,11181, Richard,13.125,3.3977598431220515e-14,8505,236770,1,43.75,1,-30.625,19th-,19th,1,0
gemma,okvqa_val_02108,relation_reasoning,mask_A,ok,,Who invented the transportation device in this picture?,richard trevithick,COCO_val2014_000000160394.jpg,40421,Richard,16.5,7.639235144257187e-15,2780,236770,1,49.0,1,-32.5,1886,1886,1,0
gemma,okvqa_val_02108,relation_reasoning,mask_B,ok,,Who invented the transportation device in this picture?,richard trevithick,COCO_val2014_000000160394.jpg,40421,Richard,14.5625,3.954344718424402e-13,5070,236770,1,43.0,1,-28.4375,19th-,19th,1,0
gemma,okvqa_val_02108,relation_reasoning,mask_A_union_B,ok,,Who invented the transportation device in this picture?,richard trevithick,COCO_val2014_000000160394.jpg,40421,Richard,18.0,9.317586036495379e-14,1486,236770,1,48.0,1,-30.0,1886,1886,1,0
gemma,okvqa_val_02108,relation_reasoning,random_A_size,ok,,Who invented the transportation device in this picture?,richard trevithick,COCO_val2014_000000160394.jpg,11181, Richard,19.625,3.85450169232502e-14,2007,255968,	,50.5,1,-30.875,Henry Ford invented,henry ford invented,1,0
gemma,okvqa_val_02108,relation_reasoning,random_B_size,ok,,Who invented the transportation device in this picture?,richard trevithick,COCO_val2014_000000160394.jpg,40421,Richard,11.25,1.7002422470017422e-15,11778,236770,1,45.25,1,-34.0,19th-,19th,1,0
gemma,okvqa_val_02108,relation_reasoning,random_union_size,ok,,Who invented the transportation device in this picture?,richard trevithick,COCO_val2014_000000160394.jpg,11181, Richard,12.75,1.0814563220634676e-12,5316,236770,1,40.25,1,-27.5,19th-,19th,1,0
gemma,okvqa_val_02108,relation_reasoning,wrong_image,ok,,Who invented the transportation device in this picture?,richard trevithick,COCO_val2014_000000160394.jpg,11181, Richard,4.40625,3.712738657886206e-19,35405,236812,4,46.75,1,-42.34375,4-legged livestock,4legged livestock,1,0
gemma,okvqa_val_1295955,text_object_binding,clean,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,41867, Protest,14.0625,2.583950767960088e-17,2174,432,�,52.25,1,-38.1875,He is,he is,1,0
gemma,okvqa_val_1295955,text_object_binding,mask_A,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,41867, Protest,10.25,4.0777162833460145e-18,7398,432,�,50.25,1,-40.0,He is,he is,1,0
gemma,okvqa_val_1295955,text_object_binding,mask_B,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,41867, Protest,16.5,8.937285501474498e-17,1110,432,�,53.25,1,-36.75,They are,they are,1,0
gemma,okvqa_val_1295955,text_object_binding,mask_A_union_B,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,41867, Protest,8.625,1.4193723962707528e-19,9835,432,�,52.0,1,-43.375,They are,they are,1,0
gemma,okvqa_val_1295955,text_object_binding,random_A_size,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,41867, Protest,8.75,5.7032774576672345e-19,6118,432,�,50.75,1,-42.0,He is,he is,1,0
gemma,okvqa_val_1295955,text_object_binding,random_B_size,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,41867, Protest,12.25,3.965136588387241e-17,2958,432,�,50.0,1,-37.75,He is,he is,1,0
gemma,okvqa_val_1295955,text_object_binding,random_union_size,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,41867, Protest,13.6875,7.510100101008822e-16,2059,432,�,48.5,1,-34.8125,He is,he is,1,0
gemma,okvqa_val_1295955,text_object_binding,wrong_image,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,41867, Protest,8.375,2.8679670156314726e-19,11342,432,�,50.5,1,-42.125,They are,they are,1,0
gemma,okvqa_val_258605,comparison_reasoning,clean,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,3944, cook,20.625,1.9711302902403194e-12,571,432,�,47.5,1,-26.875,The room,the room,1,0
gemma,okvqa_val_258605,comparison_reasoning,mask_A,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,3944, cook,17.875,2.9859232762111804e-14,1218,432,�,49.0,1,-31.125,cooking and,cooking and,1,0
gemma,okvqa_val_258605,comparison_reasoning,mask_B,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,3944, cook,21.375,8.650405912413728e-12,451,432,�,46.75,1,-25.375,The room,the room,1,0
gemma,okvqa_val_258605,comparison_reasoning,mask_A_union_B,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,3944, cook,17.375,1.4910811300949955e-12,932,432,�,44.5,1,-27.125,cooking and,cooking and,1,0
gemma,okvqa_val_258605,comparison_reasoning,random_A_size,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,3944, cook,15.9375,3.3193880773257e-15,1915,432,�,49.25,1,-33.3125,Cooking and,cooking and,1,0
gemma,okvqa_val_258605,comparison_reasoning,random_B_size,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,3944, cook,16.75,1.1624696431150605e-13,1424,432,�,46.5,1,-29.75,A kitchen,a kitchen,1,0
gemma,okvqa_val_258605,comparison_reasoning,random_union_size,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,3944, cook,18.25,8.541960541674776e-13,1010,432,�,46.0,1,-27.75,The room,the room,1,0
gemma,okvqa_val_258605,comparison_reasoning,wrong_image,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,22959,Cook,-7.96875,3.1286600675185637e-25,139662,236770,1,48.0,1,-55.96875,1. Transportation hub,1,1,0
