model_family,sample_id,sample_type,condition,status,blocked_reason,question_text,answer_text,image_filename,target_token_id,target_token,target_logit,target_prob,target_rank,wrong_token_id,wrong_token,wrong_logit,wrong_rank,target_minus_wrong_margin,generated_text,predicted_answer,format_ok,empty_answer
qwen,okvqa_val_00893,relation_reasoning,wrong_image,ok,,How does this train run?,electricity,COCO_val2014_000000028236.jpg,17728, electricity,2.765625,7.357270419561246e-07,3081,19,4,16.75,1,-13.984375,4 legs.,4 legs,1,0
qwen,okvqa_val_01960,relation_reasoning,clean,ok,,What kind of couch is that?,sofa,COCO_val2014_000000546964.jpg,31069, sofa,11.1875,0.0020040760282427073,31,16,1,16.0,1,-4.8125,19th century,19th century,1,0
qwen,okvqa_val_01960,relation_reasoning,mask_A,ok,,What kind of couch is that?,sofa,COCO_val2014_000000546964.jpg,31069, sofa,12.625,0.00388379511423409,27,15,0,16.625,1,-4.0,0.,0,1,0
qwen,okvqa_val_01960,relation_reasoning,mask_B,ok,,What kind of couch is that?,sofa,COCO_val2014_000000546964.jpg,31069, sofa,11.1875,0.0015722005628049374,32,16,1,16.375,1,-5.1875,19th century,19th century,1,0
qwen,okvqa_val_01960,relation_reasoning,mask_A_union_B,ok,,What kind of couch is that?,sofa,COCO_val2014_000000546964.jpg,31069, sofa,11.4375,0.002650529146194458,40,16,1,15.1875,1,-3.75,19th century,19th century,1,0
qwen,okvqa_val_01960,relation_reasoning,random_A_size,ok,,What kind of couch is that?,sofa,COCO_val2014_000000546964.jpg,31069, sofa,11.375,0.003349984297528863,30,71326, velvet,15.4375,1,-4.0625,velvet.,velvet,1,0
qwen,okvqa_val_01960,relation_reasoning,random_B_size,ok,,What kind of couch is that?,sofa,COCO_val2014_000000546964.jpg,31069, sofa,11.5,0.001420223037712276,35,45019, floral,17.5,1,-6.0,floral-patterned.,floralpatterned,1,0
qwen,okvqa_val_01960,relation_reasoning,random_union_size,ok,,What kind of couch is that?,sofa,COCO_val2014_000000546964.jpg,31069, sofa,10.4375,0.0028158717323094606,25,264, a,14.8125,1,-4.375,1950,1950,1,0
qwen,okvqa_val_01960,relation_reasoning,wrong_image,ok,,What kind of couch is that?,sofa,COCO_val2014_000000546964.jpg,31069, sofa,10.375,2.2141015506349504e-05,44,15,0,21.0,1,-10.625,0.,0,1,0
qwen,okvqa_val_01256,comparison_reasoning,clean,ok,,Which fashion conscious sisters are famous for playing this game?,williams,COCO_val2014_000000562581.jpg,13612, Williams,15.5,0.7789477109909058,1,61839,Williams,13.4375,2,2.0625,Williams.,williams,1,0
qwen,okvqa_val_01256,comparison_reasoning,mask_A,ok,,Which fashion conscious sisters are famous for playing this game?,williams,COCO_val2014_000000562581.jpg,13612, Williams,14.0625,0.6047406196594238,1,90990, Serena,12.4375,2,1.625,Williams.,williams,1,0
qwen,okvqa_val_01256,comparison_reasoning,mask_B,ok,,Which fashion conscious sisters are famous for playing this game?,williams,COCO_val2014_000000562581.jpg,13612, Williams,15.1875,0.6581414341926575,1,90990, Serena,13.8125,2,1.375,Williams.,williams,1,0
qwen,okvqa_val_01256,comparison_reasoning,mask_A_union_B,ok,,Which fashion conscious sisters are famous for playing this game?,williams,COCO_val2014_000000562581.jpg,13612, Williams,14.0,0.6214750409126282,1,90990, Serena,12.3125,2,1.6875,Williams.,williams,1,0
qwen,okvqa_val_01256,comparison_reasoning,random_A_size,ok,,Which fashion conscious sisters are famous for playing this game?,williams,COCO_val2014_000000562581.jpg,13612, Williams,14.4375,0.640778660774231,1,90990, Serena,12.875,2,1.5625,Williams.,williams,1,0
qwen,okvqa_val_01256,comparison_reasoning,random_B_size,ok,,Which fashion conscious sisters are famous for playing this game?,williams,COCO_val2014_000000562581.jpg,13612, Williams,15.0,0.7132653594017029,1,61839,Williams,13.0,2,2.0,Williams.,williams,1,0
qwen,okvqa_val_01256,comparison_reasoning,random_union_size,ok,,Which fashion conscious sisters are famous for playing this game?,williams,COCO_val2014_000000562581.jpg,13612, Williams,15.3125,0.7273951768875122,1,90990, Serena,13.625,2,1.6875,Williams.,williams,1,0
qwen,okvqa_val_01256,comparison_reasoning,wrong_image,ok,,Which fashion conscious sisters are famous for playing this game?,williams,COCO_val2014_000000562581.jpg,13612, Williams,4.5625,7.757700223010033e-05,448,22,7,12.625,1,-8.0625,7,7,1,0
qwen,okvqa_val_01672,comparison_reasoning,clean,ok,,What is the most common kind of cheese used in this dish?,mozzarella,COCO_val2014_000000007787.jpg,4544, mo,17.25,0.8965389132499695,1,17163, cheese,13.125,2,4.125,mozzarella.,mozzarella,1,0
qwen,okvqa_val_01672,comparison_reasoning,mask_A,ok,,What is the most common kind of cheese used in this dish?,mozzarella,COCO_val2014_000000007787.jpg,4544, mo,16.0,0.5400072932243347,1,6050, Mo,14.5625,2,1.4375,mozzarella.,mozzarella,1,0
qwen,okvqa_val_01672,comparison_reasoning,mask_B,ok,,What is the most common kind of cheese used in this dish?,mozzarella,COCO_val2014_000000007787.jpg,4544, mo,17.625,0.8986304402351379,1,17163, cheese,13.75,2,3.875,mozzarella.,mozzarella,1,0
qwen,okvqa_val_01672,comparison_reasoning,mask_A_union_B,ok,,What is the most common kind of cheese used in this dish?,mozzarella,COCO_val2014_000000007787.jpg,4544, mo,16.375,0.4387785494327545,1,6050, Mo,16.125,2,0.25,mozzarella.,mozzarella,1,0
qwen,okvqa_val_01672,comparison_reasoning,random_A_size,ok,,What is the most common kind of cheese used in this dish?,mozzarella,COCO_val2014_000000007787.jpg,4544, mo,17.375,0.841966450214386,1,6050, Mo,13.875,2,3.5,mozzarella.,mozzarella,1,0
qwen,okvqa_val_01672,comparison_reasoning,random_B_size,ok,,What is the most common kind of cheese used in this dish?,mozzarella,COCO_val2014_000000007787.jpg,4544, mo,17.875,0.8997084498405457,1,17163, cheese,13.9375,2,3.9375,mozzarella.,mozzarella,1,0
qwen,okvqa_val_01672,comparison_reasoning,random_union_size,ok,,What is the most common kind of cheese used in this dish?,mozzarella,COCO_val2014_000000007787.jpg,4544, mo,15.5,0.4534609317779541,1,6050, Mo,14.5,2,1.0,mozzarella.,mozzarella,1,0
qwen,okvqa_val_01672,comparison_reasoning,wrong_image,ok,,What is the most common kind of cheese used in this dish?,mozzarella,COCO_val2014_000000007787.jpg,4544, mo,14.125,0.017349528148770332,10,18,3,16.5,1,-2.375,350.,350,1,0
qwen,okvqa_val_1171125,comparison_reasoning,clean,ok,,Which material is used for making the sofa set shown in this picture?,polyester,COCO_val2014_000000117112.jpg,55070, polyester,8.5,0.00016849707753863186,72,17553, leather,16.625,1,-8.125,leather.,leather,1,0
qwen,okvqa_val_1171125,comparison_reasoning,mask_A,ok,,Which material is used for making the sofa set shown in this picture?,polyester,COCO_val2014_000000117112.jpg,55070, polyester,9.9375,0.000650352390948683,77,17553, leather,16.375,1,-6.4375,leather.,leather,1,0
qwen,okvqa_val_1171125,comparison_reasoning,mask_B,ok,,Which material is used for making the sofa set shown in this picture?,polyester,COCO_val2014_000000117112.jpg,55070, polyester,9.75,0.0003722142428159714,58,17553, leather,16.875,1,-7.125,leather.,leather,1,0
qwen,okvqa_val_1171125,comparison_reasoning,mask_A_union_B,ok,,Which material is used for making the sofa set shown in this picture?,polyester,COCO_val2014_000000117112.jpg,55070, polyester,9.6875,0.00048066137242130935,80,17553, leather,16.375,1,-6.6875,leather.,leather,1,0
qwen,okvqa_val_1171125,comparison_reasoning,random_A_size,ok,,Which material is used for making the sofa set shown in this picture?,polyester,COCO_val2014_000000117112.jpg,55070, polyester,9.75,0.0003404281451366842,60,17553, leather,17.125,1,-7.375,leather.,leather,1,0
qwen,okvqa_val_1171125,comparison_reasoning,random_B_size,ok,,Which material is used for making the sofa set shown in this picture?,polyester,COCO_val2014_000000117112.jpg,55070, polyester,10.0,0.0005244251806288958,51,13055, fabric,16.625,1,-6.625,fabric.,fabric,1,0
qwen,okvqa_val_1171125,comparison_reasoning,random_union_size,ok,,Which material is used for making the sofa set shown in this picture?,polyester,COCO_val2014_000000117112.jpg,55070, polyester,10.4375,0.00048030016478151083,41,17553, leather,17.25,1,-6.8125,leather.,leather,1,0
qwen,okvqa_val_1171125,comparison_reasoning,wrong_image,ok,,Which material is used for making the sofa set shown in this picture?,polyester,COCO_val2014_000000117112.jpg,55070, polyester,10.75,0.0005491219344548881,71,17553, leather,17.375,1,-6.625,leather.,leather,1,0
qwen,okvqa_val_1686835,comparison_reasoning,clean,ok,,Which item shown here is a compound word derived from the name of the human cranium and the telephone?,headphone,COCO_val2014_000000168683.jpg,76401, headphone,9.375,0.004043335560709238,23,51927,telephone,14.25,1,-4.875,telephone,telephone,1,0
qwen,okvqa_val_1686835,comparison_reasoning,mask_A,ok,,Which item shown here is a compound word derived from the name of the human cranium and the telephone?,headphone,COCO_val2014_000000168683.jpg,76401, headphone,7.59375,0.0003458434366621077,76,51927,telephone,15.0,1,-7.40625,telephone,telephone,1,0
qwen,okvqa_val_1686835,comparison_reasoning,mask_B,ok,,Which item shown here is a compound word derived from the name of the human cranium and the telephone?,headphone,COCO_val2014_000000168683.jpg,76401, headphone,9.9375,0.0032782715279608965,23,51927,telephone,15.0,1,-5.0625,telephone,telephone,1,0
qwen,okvqa_val_1686835,comparison_reasoning,mask_A_union_B,ok,,Which item shown here is a compound word derived from the name of the human cranium and the telephone?,headphone,COCO_val2014_000000168683.jpg,76401, headphone,7.625,0.0004202982527203858,73,51927,telephone,14.625,1,-7.0,telephone,telephone,1,0
qwen,okvqa_val_1686835,comparison_reasoning,random_A_size,ok,,Which item shown here is a compound word derived from the name of the human cranium and the telephone?,headphone,COCO_val2014_000000168683.jpg,76401, headphone,9.25,0.0020192370284348726,30,51927,telephone,14.8125,1,-5.5625,telephone,telephone,1,0
qwen,okvqa_val_1686835,comparison_reasoning,random_B_size,ok,,Which item shown here is a compound word derived from the name of the human cranium and the telephone?,headphone,COCO_val2014_000000168683.jpg,76401, headphone,9.8125,0.002706774976104498,24,51927,telephone,15.125,1,-5.3125,telephone,telephone,1,0
qwen,okvqa_val_1686835,comparison_reasoning,random_union_size,ok,,Which item shown here is a compound word derived from the name of the human cranium and the telephone?,headphone,COCO_val2014_000000168683.jpg,76401, headphone,8.5,0.0008467660518363118,42,51927,telephone,15.125,1,-6.625,telephone.,telephone,1,0
qwen,okvqa_val_1686835,comparison_reasoning,wrong_image,ok,,Which item shown here is a compound word derived from the name of the human cranium and the telephone?,headphone,COCO_val2014_000000168683.jpg,76401, headphone,6.3125,0.0002376899210503325,168,24,9,12.625,1,-6.3125,911.,911,1,0
qwen,okvqa_val_258605,comparison_reasoning,clean,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,4296, cook,14.625,0.01230103150010109,5,17233, cooking,18.875,1,-4.25,cooking.,cooking,1,0
qwen,okvqa_val_258605,comparison_reasoning,mask_A,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,4296, cook,14.3125,0.011262857355177402,3,17233, cooking,18.625,1,-4.3125,cooking.,cooking,1,0
qwen,okvqa_val_258605,comparison_reasoning,mask_B,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,4296, cook,14.3125,0.01985902152955532,4,17233, cooking,18.0,1,-3.6875,cooking.,cooking,1,0
qwen,okvqa_val_258605,comparison_reasoning,mask_A_union_B,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,4296, cook,10.25,0.0007839357713237405,45,17233, cooking,16.625,1,-6.375,cooking.,cooking,1,0
qwen,okvqa_val_258605,comparison_reasoning,random_A_size,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,4296, cook,14.5625,0.016877086833119392,3,17233, cooking,18.5,1,-3.9375,cooking.,cooking,1,0
qwen,okvqa_val_258605,comparison_reasoning,random_B_size,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,4296, cook,14.625,0.012643556110560894,4,17233, cooking,18.875,1,-4.25,cooking.,cooking,1,0
qwen,okvqa_val_258605,comparison_reasoning,random_union_size,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,4296, cook,13.1875,0.0028727734461426735,7,17233, cooking,18.875,1,-5.6875,cooking.,cooking,1,0
qwen,okvqa_val_258605,comparison_reasoning,wrong_image,ok,,What is this room mostly used for?,cook,COCO_val2014_000000025860.jpg,4296, cook,3.375,1.6906825521800783e-06,4346,9442, traffic,15.9375,1,-12.5625,traffic.,traffic,1,0
qwen,okvqa_val_1295955,text_object_binding,clean,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,8665, protest,11.25,0.00872565433382988,11,311, to,14.8125,1,-3.5625,to protest the quality,to protest the quality,1,0
qwen,okvqa_val_1295955,text_object_binding,mask_A,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,8665, protest,10.4375,0.012048234231770039,15,58210, protesting,12.625,1,-2.1875,protesting.,protesting,1,0
qwen,okvqa_val_1295955,text_object_binding,mask_B,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,8665, protest,10.8125,0.005979662295430899,12,311, to,15.0,1,-4.1875,to protest the quality,to protest the quality,1,0
qwen,okvqa_val_1295955,text_object_binding,mask_A_union_B,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,8665, protest,9.3125,0.004027963150292635,32,22136, promoting,13.125,1,-3.8125,"promoting
 addCriterion",promoting,1,0
qwen,okvqa_val_1295955,text_object_binding,random_A_size,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,8665, protest,11.0,0.007543050218373537,9,311, to,14.6875,1,-3.6875,to protest the quality,to protest the quality,1,0
qwen,okvqa_val_1295955,text_object_binding,random_B_size,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,8665, protest,10.8125,0.0035632469225674868,17,311, to,15.375,1,-4.5625,to protest against the,to protest against the,1,0
qwen,okvqa_val_1295955,text_object_binding,random_union_size,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,8665, protest,11.0625,0.006504397373646498,13,58210, protesting,15.0,1,-3.9375,protesting against the product,protesting against the product,1,0
qwen,okvqa_val_1295955,text_object_binding,wrong_image,ok,,Why would this person be holding this sign?,protest,COCO_val2014_000000129595.jpg,8665, protest,3.453125,1.6762623999966308e-07,20510,15,0,18.625,1,-15.171875,0.,0,1,0
qwen,okvqa_val_04586,local_context_inference,clean,ok,,What other movie franchises has lego made playsets based on?,star war,COCO_val2014_000000251752.jpg,7679, Star,15.1875,0.016548166051506996,4,21591, Indiana,19.125,1,-3.9375,Indiana Jones.,indiana jones,1,0
qwen,okvqa_val_04586,local_context_inference,mask_A,ok,,What other movie franchises has lego made playsets based on?,star war,COCO_val2014_000000251752.jpg,7679, Star,17.5,0.60542893409729,1,330," """,15.75,2,1.75,"Star
 addCriterion(""",star,1,0
qwen,okvqa_val_04586,local_context_inference,mask_B,ok,,What other movie franchises has lego made playsets based on?,star war,COCO_val2014_000000251752.jpg,7679, Star,14.75,0.02969393879175186,4,21591, Indiana,18.0,1,-3.25,Indiana Jones.,indiana jones,1,0
qwen,okvqa_val_04586,local_context_inference,mask_A_union_B,ok,,What other movie franchises has lego made playsets based on?,star war,COCO_val2014_000000251752.jpg,7679, Star,16.875,0.42788130044937134,1,330," """,15.4375,2,1.4375,"Star
 addCriterion(""",star,1,0
qwen,okvqa_val_04586,local_context_inference,random_A_size,ok,,What other movie franchises has lego made playsets based on?,star war,COCO_val2014_000000251752.jpg,7679, Star,14.625,0.015114213339984417,4,21591, Indiana,18.625,1,-4.0,Indiana Jones.,indiana jones,1,0
qwen,okvqa_val_04586,local_context_inference,random_B_size,ok,,What other movie franchises has lego made playsets based on?,star war,COCO_val2014_000000251752.jpg,7679, Star,15.0,0.015855025500059128,6,21591, Indiana,18.875,1,-3.875,Indiana Jones.,indiana jones,1,0
qwen,okvqa_val_04586,local_context_inference,random_union_size,ok,,What other movie franchises has lego made playsets based on?,star war,COCO_val2014_000000251752.jpg,7679, Star,17.0,0.35364702343940735,1,330," """,15.625,2,1.375,"Star
 addCriterion(""",star,1,0
qwen,okvqa_val_04586,local_context_inference,wrong_image,ok,,What other movie franchises has lego made playsets based on?,star war,COCO_val2014_000000251752.jpg,7679, Star,16.25,0.16062837839126587,2,16,1,16.5,1,-0.25,10.,10,1,0
qwen,okvqa_val_00506,local_context_inference,clean,ok,,Named after theodore roosevelt?,teddy bear,COCO_val2014_000000116861.jpg,70066, Teddy,17.5,0.21441984176635742,2,1723,urs,18.625,1,-1.125,ursus.,ursus,1,0
qwen,okvqa_val_00506,local_context_inference,mask_A,ok,,Named after theodore roosevelt?,teddy bear,COCO_val2014_000000116861.jpg,70066, Teddy,15.6875,0.21723340451717377,1,16,1,15.3125,2,0.375,Teddy bear.,teddy bear,1,0
qwen,okvqa_val_00506,local_context_inference,mask_B,ok,,Named after theodore roosevelt?,teddy bear,COCO_val2014_000000116861.jpg,70066, Teddy,17.5,0.21207836270332336,2,1723,urs,18.625,1,-1.125,ursus.,ursus,1,0
qwen,okvqa_val_00506,local_context_inference,mask_A_union_B,ok,,Named after theodore roosevelt?,teddy bear,COCO_val2014_000000116861.jpg,70066, Teddy,14.625,0.13808539509773254,2,15,0,14.75,1,-0.125,0.,0,1,0
qwen,okvqa_val_00506,local_context_inference,random_A_size,ok,,Named after theodore roosevelt?,teddy bear,COCO_val2014_000000116861.jpg,70066, Teddy,17.0,0.5297759771347046,1,1723,urs,15.5,2,1.5,Teddy bear.,teddy bear,1,0
qwen,okvqa_val_00506,local_context_inference,random_B_size,ok,,Named after theodore roosevelt?,teddy bear,COCO_val2014_000000116861.jpg,70066, Teddy,17.0,0.2857339680194855,2,1723,urs,17.625,1,-0.625,ursus.,ursus,1,0
qwen,okvqa_val_00506,local_context_inference,random_union_size,ok,,Named after theodore roosevelt?,teddy bear,COCO_val2014_000000116861.jpg,70066, Teddy,14.9375,0.16224898397922516,2,17,2,15.0625,1,-0.125,26.,26,1,0
qwen,okvqa_val_00506,local_context_inference,wrong_image,ok,,Named after theodore roosevelt?,teddy bear,COCO_val2014_000000116861.jpg,70066, Teddy,13.375,0.02747081220149994,7,17,2,15.8125,1,-2.4375,26th president,26th president,1,0
qwen,okvqa_val_00492,local_context_inference,clean,ok,,What type of boat is this?,sail,COCO_val2014_000000174679.jpg,29403, sail,15.8125,0.3164586126804352,1,264, a,14.9375,2,0.875,sailboat.,sailboat,1,0
qwen,okvqa_val_00492,local_context_inference,mask_A,ok,,What type of boat is this?,sail,COCO_val2014_000000174679.jpg,29403, sail,12.25,0.025678226724267006,5,15,0,13.875,1,-1.625,0.,0,1,0
qwen,okvqa_val_00492,local_context_inference,mask_B,ok,,What type of boat is this?,sail,COCO_val2014_000000174679.jpg,29403, sail,14.8125,0.19488230347633362,1,264, a,14.8125,1,0.0,sailboat.,sailboat,1,0
qwen,okvqa_val_00492,local_context_inference,mask_A_union_B,ok,,What type of boat is this?,sail,COCO_val2014_000000174679.jpg,29403, sail,12.6875,0.04350333660840988,4,2802, row,13.4375,1,-0.75,"row
 addCriterion",row,1,0
qwen,okvqa_val_00492,local_context_inference,random_A_size,ok,,What type of boat is this?,sail,COCO_val2014_000000174679.jpg,29403, sail,16.25,0.5043241381645203,1,8872, motor,14.8125,2,1.4375,sailboat.,sailboat,1,0
qwen,okvqa_val_00492,local_context_inference,random_B_size,ok,,What type of boat is this?,sail,COCO_val2014_000000174679.jpg,29403, sail,16.125,0.48447147011756897,1,264, a,14.8125,2,1.3125,sailboat.,sailboat,1,0
qwen,okvqa_val_00492,local_context_inference,random_union_size,ok,,What type of boat is this?,sail,COCO_val2014_000000174679.jpg,29403, sail,13.3125,0.07106160372495651,3,8872, motor,14.4375,1,-1.125,motor,motor,1,0
qwen,okvqa_val_00492,local_context_inference,wrong_image,ok,,What type of boat is this?,sail,COCO_val2014_000000174679.jpg,29403, sail,10.125,5.1843642722815275e-05,52,15,0,19.875,1,-9.75,0.,0,1,0
